epoch,train_loss,val_loss,accuracy
0,1.5688550920414746,1.5113444030284882,29.7
1,1.5536143367451833,,
2,1.603452786467129,,
3,1.5573080329966724,,
4,1.5711471496668077,,
5,1.5813114598281401,,
6,1.5166793532837601,,
7,1.42363374932368,,
8,1.3864938397156565,,
9,1.3353162878438045,,
10,1.284442509027352,1.4484593570232391,35.8
11,1.292256938783746,,
12,1.15346778604321,,
13,1.0805898600054862,,
14,1.0088203733128713,,
15,0.9414462837061488,,
16,0.8701212065560477,,
17,0.8312626548279497,,
18,0.7913604634148734,,
19,0.7522023880392089,,
20,0.7269290138904313,0.7754868716001511,70.5
21,0.6870616701312531,,
22,0.6599474670295429,,
23,0.6237594126758719,,
24,0.6122686255695229,,
25,0.5920182208817705,,
26,0.5640762723926315,,
27,0.5500128125785885,,
28,0.5399456230321324,,
29,0.49632510811762703,,
30,0.48317637031239674,0.6394254192709923,76.9
31,0.4679190915330012,,
32,0.4304757909219068,,
33,0.4146986036820519,,
34,0.38897989040478725,,
35,0.35259667330218436,,
36,0.35022500392637756,,
37,0.32624587360629465,,
38,0.3209471449367982,,
39,0.3036787949110332,,
40,0.2788491577358174,0.5408790931105614,82.6
41,0.25659401681190147,,
42,0.249825822119426,,
43,0.23839406265800162,,
44,0.22625673422239778,,
45,0.2147624085944398,,
46,0.20591832428498374,,
47,0.1959607986579264,,
48,0.19187091610261373,,
49,0.17983454970040716,,
50,0.15402538620663764,0.4940298721194267,85.7
51,0.16540654378950148,,
52,0.14852228178117508,,
53,0.14918037436734466,,
54,0.13048461821854562,,
55,0.11902390661320292,,
56,0.11797596519826946,,
57,0.11367851240854514,,
58,0.10936174667755463,,
59,0.10644795583154922,,
60,0.09284523838108644,0.49526550620794296,87.6
61,0.1003250624508338,,
62,0.10171605918304365,,
63,0.08225116055262716,,
64,0.08450070527711309,,
65,0.07341757699623144,,
66,0.07734616782824348,,
67,0.07026975159358262,,
68,0.07282754439944611,,
69,0.07934957707678914,,
70,0.06850393297136727,0.566183939576149,86.1
71,0.061455120297526956,,
72,0.06157812879497843,,
73,0.06444816521011797,,
74,0.05842295251226515,,
75,0.05501910949588046,,
76,0.04607568938929336,,
77,0.05178477027614538,,
78,0.05923532214912033,,
79,0.052697883904876563,,
80,0.055313347957860255,0.5459941700100899,87.5
81,0.05046008642118676,,
82,0.044616606590667164,,
83,0.04182334977755309,,
84,0.04242659515624208,,
85,0.058373865104259404,,
86,0.05102823517124232,,
87,0.034378698634866034,,
88,0.0428951899275968,,
89,0.042678224332490584,,
90,0.03741990691541057,0.5354407951235771,88.1
91,0.04716582194362816,,
92,0.03509818104312832,,
93,0.030630408464125673,,
94,0.025749634930345797,,
95,0.03697299650919281,,
96,0.0382287635194852,,
97,0.05051539652749784,,
98,0.03828030807855434,,
99,0.03562251966852779,,
100,0.04344520480477048,0.5336635783314705,89.1
101,0.023675624237402826,,
102,0.020956143999430247,,
103,0.04558511886437584,,
104,0.04262349309917903,,
105,0.03601730890796149,,
106,0.038136125951865336,,
107,0.04056894301289791,,
108,0.018243535656369943,,
109,0.01392088986712655,,
110,0.03753651564422631,0.732578881084919,86.5
111,0.02378249069836859,,
112,0.03450486713432168,,
113,0.028836231241072704,,
114,0.034758465221025665,,
115,0.0293453449761509,,
116,0.04320038711175995,,
117,0.026376063546824053,,
118,0.022501805198511908,,
119,0.042772787041906124,,
120,0.030134942212765265,0.5478912815451622,90.1
121,0.02657960823393966,,
122,0.01954039135296598,,
123,0.027083164143999267,,
124,0.03587191369510571,,
125,0.015688614357837048,,
126,0.02347271720864775,,
127,0.02220925072617689,,
128,0.031648962628936635,,
129,0.02501778723321911,,
130,0.023234190688909667,0.516062468290329,89.7
131,0.04352261530781599,,
132,0.02285048282089034,,
133,0.015962865508224507,,
134,0.01908491292086087,,
135,0.014145761932670033,,
